id,name,latitude,longitude
3294,E 91 St & Park Ave,40.7835016,-73.955327
3761,Cedar St & Myrtle Ave,40.697842,-73.926241
3847,Cedar St & Evergreen Ave,40.69671,-73.92807
412,Forsyth St & Canal St,40.7158155,-73.99422366
3056,Kosciuszko St & Nostrand Ave,40.69072549,-73.95133465
3658,W 18 St & 9 Ave,40.7435337324616,-74.00367558002472
2022,E 60 St & York Ave,40.759107,-73.959223
3361,Carroll St & 6 Ave,40.6740886,-73.9787282
3769,White St & Johnson Ave,40.707174,-73.93581
3907,Central Ave & Melrose St,40.70112,-73.93039
3053,Marcy Ave & Lafayette Ave,40.6900815,-73.947915
3240,NYCBS Depot BAL - DYR,40.759030082196055,-73.99385869503021
3495,E 114 St & 1 Ave,40.7945663,-73.9362541
369,Washington Pl & 6 Ave,40.73224119,-74.00026394
3763,Wyckoff Av & Jefferson St,40.707165,-73.923711
3880,Willoughby Ave & Onderdonk Ave,40.7098,-73.91727
3899,Manhattan Av & Leonard St,40.72084,-73.94844
2008,Little West St & 1 Pl,40.70569254,-74.01677685
3152,3 Ave & E 71 St,40.76873687,-73.96119945
3335,Union St & 4 Ave,40.6772744,-73.98282002
376,John St & William St,40.70862144,-74.00722156
3874,Menahan St & Seneca Ave,40.70461,-73.91054
3901,Stanhope St & Fairview Ave,40.70998,-73.91116
3185,City Hall,40.7177325,-74.043845
